2026/4/17 14:32:00,38893
2026/4/17 14:33:00,38897
2026/4/17 14:34:00,38895
2026/4/17 14:35:00,38893
2026/4/17 14:36:00,38889
2026/4/17 14:37:00,38889
2026/4/17 14:38:00,38887
2026/4/17 14:39:00,38885
2026/4/17 14:40:00,38884
2026/4/17 14:41:00,38884
2026/4/17 14:42:00,38882
2026/4/17 14:43:00,38881
2026/4/17 14:44:00,38889
2026/4/17 14:45:00,38889
2026/4/17 14:46:00,38886
2026/4/17 14:47:00,38885
2026/4/17 14:48:00,38880
2026/4/17 14:49:00,38876
2026/4/17 14:50:00,38872
2026/4/17 14:51:00,38871
2026/4/17 14:52:00,38878
2026/4/17 14:53:00,38874
2026/4/17 14:54:00,38875
2026/4/17 14:55:00,38874
2026/4/17 14:56:00,38880
2026/4/17 14:57:00,38875
2026/4/17 14:58:00,38877
2026/4/17 14:59:00,38885
2026/4/17 15:00:00,38876
2026/4/17 15:01:00,38876
2026/4/17 15:02:00,38876
2026/4/17 15:03:00,38871
2026/4/17 15:04:00,38878
2026/4/17 15:05:00,38878
2026/4/17 15:06:00,38875
2026/4/17 15:07:00,38879
2026/4/17 15:08:00,38878
2026/4/17 15:09:00,38881
2026/4/17 15:10:00,38885
2026/4/17 15:11:00,38889
2026/4/17 15:12:00,38889
2026/4/17 15:13:00,38888
2026/4/17 15:14:00,38888
2026/4/17 15:15:00,38892
2026/4/17 15:16:00,38894
2026/4/17 15:17:00,38886
2026/4/17 15:18:00,38886
2026/4/17 15:19:00,38892
2026/4/17 15:20:00,38897
2026/4/17 15:21:00,38898
2026/4/17 15:22:00,38896
2026/4/17 15:23:00,38897
2026/4/17 15:24:00,38898
2026/4/17 15:25:00,38896
2026/4/17 15:26:00,38891
2026/4/17 15:27:00,38882
2026/4/17 15:28:00,38882
2026/4/17 15:29:00,38879
2026/4/17 15:30:00,38879
2026/4/17 15:31:00,38876
2026/4/17 15:32:00,38873
2026/4/17 15:33:00,38876
2026/4/17 15:34:00,38875
2026/4/17 15:35:00,38877
2026/4/17 15:36:00,38877
2026/4/17 15:37:00,38883
2026/4/17 15:38:00,38884
2026/4/17 15:39:00,38878
2026/4/17 15:40:00,38874
2026/4/17 15:41:00,38876
2026/4/17 15:42:00,38881
2026/4/17 15:43:00,38882
2026/4/17 15:44:00,38885
2026/4/17 15:45:00,38883
2026/4/17 15:46:00,38882
2026/4/17 15:47:00,38884
2026/4/17 15:48:00,38884
2026/4/17 15:49:00,38890
2026/4/17 15:50:00,38893
2026/4/17 15:51:00,38889
2026/4/17 15:52:00,38896
2026/4/17 15:53:00,38893
2026/4/17 15:54:00,38895
2026/4/17 15:55:00,38890
2026/4/17 15:56:00,38886
2026/4/17 15:57:00,38884
2026/4/17 15:58:00,38880
2026/4/17 15:59:00,38879
2026/4/17 16:00:00,38882
2026/4/17 16:01:00,38885
2026/4/17 16:02:00,38884
2026/4/17 16:03:00,38882
2026/4/17 16:04:00,38885
2026/4/17 16:05:00,38885
2026/4/17 16:06:00,38887
2026/4/17 16:07:00,38890
2026/4/17 16:08:00,38888
2026/4/17 16:09:00,38882
2026/4/17 16:10:00,38880
2026/4/17 16:11:00,38883
2026/4/17 16:12:00,38888
2026/4/17 16:13:00,38876
2026/4/17 16:14:00,38881
2026/4/17 16:15:00,38883
2026/4/17 16:16:00,38888
2026/4/17 16:17:00,38893
2026/4/17 16:18:00,38898
2026/4/17 16:19:00,38902
2026/4/17 16:20:00,38903
2026/4/17 16:21:00,38906
2026/4/17 16:22:00,38903
2026/4/17 16:23:00,38900
2026/4/17 16:24:00,38899
2026/4/17 16:25:00,38901
2026/4/17 16:26:00,38901
2026/4/17 16:27:00,38894
2026/4/17 16:28:00,38890
2026/4/17 16:29:00,38890
2026/4/17 16:30:00,38878
2026/4/17 16:31:00,38876
2026/4/17 16:32:00,38869
2026/4/17 16:33:00,38877
2026/4/17 16:34:00,38882
2026/4/17 16:35:00,38881
2026/4/17 16:36:00,38881
2026/4/17 16:37:00,38877
2026/4/17 16:38:00,38875
2026/4/17 16:39:00,38874
2026/4/17 16:40:00,38875
2026/4/17 16:41:00,38882
2026/4/17 16:42:00,38884
2026/4/17 16:43:00,38889
2026/4/17 16:44:00,38897
2026/4/17 16:45:00,38894
2026/4/17 16:46:00,38892
2026/4/17 16:47:00,38893
2026/4/17 16:48:00,38895
2026/4/17 16:49:00,38894
2026/4/17 16:50:00,38902
2026/4/17 16:51:00,38900
2026/4/17 16:52:00,38902
2026/4/17 16:53:00,38900
2026/4/17 16:54:00,38900
2026/4/17 16:55:00,38890
2026/4/17 16:56:00,38892
2026/4/17 16:57:00,38886
2026/4/17 16:58:00,38889
2026/4/17 16:59:00,38885
2026/4/17 17:00:00,38883
2026/4/17 17:01:00,38886
2026/4/17 17:02:00,38883
2026/4/17 17:03:00,38895
2026/4/17 17:04:00,38889
2026/4/17 17:05:00,38891
2026/4/17 17:06:00,38889
2026/4/17 17:07:00,38889
2026/4/17 17:08:00,38890
2026/4/17 17:09:00,38889
2026/4/17 17:10:00,38892
2026/4/17 17:11:00,38894
2026/4/17 17:12:00,38883
2026/4/17 17:13:00,38877
2026/4/17 17:14:00,38874
2026/4/17 17:15:00,38867
2026/4/17 17:16:00,38874
2026/4/17 17:17:00,38870
2026/4/17 17:18:00,38875
2026/4/17 17:19:00,38870
2026/4/17 17:20:00,38868
2026/4/17 17:21:00,38861
2026/4/17 17:22:00,38861
2026/4/17 17:23:00,38872
2026/4/17 17:24:00,38868
2026/4/17 17:25:00,38869
2026/4/17 17:26:00,38866
2026/4/17 17:27:00,38865
2026/4/17 17:28:00,38859
2026/4/17 17:29:00,38862
2026/4/17 17:30:00,38864
2026/4/17 17:31:00,38865
2026/4/17 17:32:00,38867
2026/4/17 17:33:00,38864
2026/4/17 17:34:00,38864
2026/4/17 17:35:00,38863
2026/4/17 17:36:00,38862
2026/4/17 17:37:00,38856
2026/4/17 17:38:00,38860
2026/4/17 17:39:00,38862
2026/4/17 17:40:00,38866
2026/4/17 17:41:00,38868
2026/4/17 17:42:00,38875
2026/4/17 17:43:00,38877
2026/4/17 17:44:00,38879
2026/4/17 17:45:00,38875
2026/4/17 17:46:00,38870
2026/4/17 17:47:00,38876
2026/4/17 17:48:00,38873
2026/4/17 17:49:00,38872
2026/4/17 17:50:00,38881
2026/4/17 17:51:00,38882
2026/4/17 17:52:00,38877
2026/4/17 17:53:00,38876
2026/4/17 17:54:00,38878
2026/4/17 17:55:00,38880
2026/4/17 17:56:00,38879
2026/4/17 17:57:00,38879
2026/4/17 17:58:00,38877
2026/4/17 17:59:00,38876
2026/4/17 18:00:00,38878
2026/4/17 18:01:00,38879
2026/4/17 18:02:00,38880
2026/4/17 18:03:00,38879
2026/4/17 18:04:00,38876
2026/4/17 18:05:00,38873
2026/4/17 18:06:00,38872
2026/4/17 18:07:00,38877
2026/4/17 18:08:00,38872
2026/4/17 18:09:00,38864
2026/4/17 18:10:00,38864
2026/4/17 18:11:00,38865
2026/4/17 18:12:00,38860
2026/4/17 18:13:00,38852
2026/4/17 18:14:00,38850
2026/4/17 18:15:00,38846
2026/4/17 18:16:00,38850
2026/4/17 18:17:00,38844
2026/4/17 18:18:00,38846
2026/4/17 18:19:00,38847
2026/4/17 18:20:00,38840
2026/4/17 18:21:00,38841
2026/4/17 18:22:00,38842
2026/4/17 18:23:00,38847
2026/4/17 18:24:00,38849
2026/4/17 18:25:00,38854
2026/4/17 18:26:00,38859
2026/4/17 18:27:00,38860
2026/4/17 18:28:00,38861
2026/4/17 18:29:00,38865
2026/4/17 18:30:00,38855
2026/4/17 18:31:00,38851
2026/4/17 18:31:17,38851
2026/4/17 18:32:00,38853
2026/4/17 18:33:00,38856
2026/4/17 18:34:00,38862
2026/4/17 18:35:00,38863
2026/4/17 18:36:00,38872
2026/4/17 18:37:00,38874
2026/4/17 18:38:00,38877
2026/4/17 18:39:00,38872
2026/4/17 18:40:00,38875
2026/4/17 18:41:00,38875
2026/4/17 18:42:00,38873
2026/4/17 18:43:00,38873
2026/4/17 18:44:00,38870
2026/4/17 18:45:00,38870
2026/4/17 18:46:00,38872
2026/4/17 18:47:00,38875
2026/4/17 18:48:00,38875
2026/4/17 18:49:00,38883
2026/4/17 18:50:00,38879
2026/4/17 18:51:00,38872
2026/4/17 18:52:00,38882
2026/4/17 18:53:00,38876
2026/4/17 18:54:00,38876
2026/4/17 18:55:00,38877
2026/4/17 18:56:00,38881
2026/4/17 18:57:00,38887
2026/4/17 18:58:00,38896
2026/4/17 18:59:00,38902
2026/4/17 19:00:00,38901
2026/4/17 19:01:00,38900
2026/4/17 19:02:00,38896
2026/4/17 19:03:00,38894
2026/4/17 19:04:00,38890
2026/4/17 19:05:00,38883
2026/4/17 19:06:00,38873
2026/4/17 19:07:00,38877
2026/4/17 19:08:00,38874
2026/4/17 19:09:00,38870
2026/4/17 19:10:00,38869
2026/4/17 19:11:00,38863
2026/4/17 19:12:00,38861
2026/4/17 19:13:00,38856
2026/4/17 19:14:00,38859
2026/4/17 19:15:00,38856
2026/4/17 19:16:00,38853
2026/4/17 19:17:00,38847
2026/4/17 19:18:00,38842
2026/4/17 19:19:00,38834
2026/4/17 19:20:00,38835
2026/4/17 19:21:00,38834
2026/4/17 19:22:00,38836
2026/4/17 19:23:00,38830
2026/4/17 19:24:00,38824
2026/4/17 19:25:00,38816
2026/4/17 19:26:00,38821
2026/4/17 19:27:00,38818
2026/4/17 19:28:00,38814
2026/4/17 19:29:00,38817
2026/4/17 19:30:00,38813
2026/4/17 19:31:00,38821
2026/4/17 19:32:00,38816
2026/4/17 19:33:00,38818
2026/4/17 19:34:00,38821
2026/4/17 19:35:00,38822
2026/4/17 19:36:00,38825
2026/4/17 19:37:00,38831
2026/4/17 19:38:00,38829
2026/4/17 19:39:00,38829
2026/4/17 19:40:00,38834
2026/4/17 19:41:00,38841
2026/4/17 19:42:00,38836
2026/4/17 19:43:00,38839
2026/4/17 19:44:00,38842
2026/4/17 19:45:00,38838
2026/4/17 19:46:00,38844
2026/4/17 19:47:00,38846
2026/4/17 19:48:00,38843
2026/4/17 19:49:00,38846
2026/4/17 19:50:00,38847
2026/4/17 19:51:00,38835
2026/4/17 19:52:00,38834
2026/4/17 19:53:00,38837
2026/4/17 19:54:00,38832
2026/4/17 19:55:00,38827
2026/4/17 19:56:00,38827
2026/4/17 19:57:00,38831
2026/4/17 19:58:00,38833
2026/4/17 19:59:00,38831
2026/4/17 20:00:00,38824
2026/4/17 20:01:00,38821
2026/4/17 20:02:00,38820
2026/4/17 20:03:00,38822
2026/4/17 20:04:00,38825
2026/4/17 20:05:00,38823
2026/4/17 20:06:00,38815
2026/4/17 20:07:00,38815
2026/4/17 20:08:00,38811
2026/4/17 20:09:00,38806
2026/4/17 20:10:00,38786
2026/4/17 20:11:00,38786
2026/4/17 20:12:00,38790
2026/4/17 20:13:00,38800
2026/4/17 20:14:00,38800
2026/4/17 20:15:00,38808
2026/4/17 20:16:00,38801
2026/4/17 20:17:00,38809
2026/4/17 20:18:00,38808
2026/4/17 20:19:00,38798
2026/4/17 20:20:00,38807
2026/4/17 20:21:00,38805
2026/4/17 20:22:00,38809
2026/4/17 20:23:00,38818
2026/4/17 20:24:00,38819
2026/4/17 20:25:00,38826
2026/4/17 20:26:00,38832
2026/4/17 20:27:00,38837
2026/4/17 20:28:00,38841
2026/4/17 20:29:00,38840
2026/4/17 20:30:00,38838
2026/4/17 20:31:00,38842
2026/4/17 20:32:00,38851
2026/4/17 20:33:00,38844
2026/4/17 20:34:00,38840
2026/4/17 20:35:00,38839
2026/4/17 20:36:00,38841
2026/4/17 20:37:00,38849
2026/4/17 20:38:00,38855
2026/4/17 20:39:00,38858
2026/4/17 20:40:00,38861
2026/4/17 20:41:00,38858
2026/4/17 20:42:00,38851
2026/4/17 20:43:00,38845
2026/4/17 20:44:00,38857
2026/4/17 20:45:00,38856
2026/4/17 20:46:00,38853
2026/4/17 20:47:00,38856
2026/4/17 20:48:00,38851
2026/4/17 20:49:00,38848
2026/4/17 20:50:00,38841
2026/4/17 20:51:00,38826
2026/4/17 20:52:00,38828
2026/4/17 20:53:00,38832
2026/4/17 20:54:00,38840
2026/4/17 20:55:00,38837
2026/4/17 20:56:00,38841
2026/4/17 20:57:00,38840
2026/4/17 20:58:00,38833
2026/4/17 20:59:00,38832
2026/4/17 21:00:00,38829
2026/4/17 21:01:00,38826
2026/4/17 21:02:00,38823
2026/4/17 21:03:00,38815
2026/4/17 21:04:00,38816
2026/4/17 21:05:00,38821
2026/4/17 21:06:00,38822
2026/4/17 21:07:00,38829
2026/4/17 21:08:00,38833
2026/4/17 21:09:00,38841
2026/4/17 21:10:00,38832
2026/4/17 21:11:00,38832
2026/4/17 21:12:00,38839
2026/4/17 21:13:00,38845
2026/4/17 21:14:00,38848
2026/4/17 21:15:00,38849
2026/4/17 21:16:00,38845
2026/4/17 21:17:00,38848
2026/4/17 21:18:00,38840
2026/4/17 21:19:00,38835
2026/4/17 21:20:00,38833
2026/4/17 21:21:00,38826
2026/4/17 21:22:00,38820
2026/4/17 21:23:00,38824
2026/4/17 21:24:00,38819
2026/4/17 21:25:00,38827
2026/4/17 21:26:00,38827
2026/4/17 21:27:00,38829
2026/4/17 21:28:00,38834
2026/4/17 21:29:00,38840
2026/4/17 21:30:00,38843
2026/4/17 21:31:00,38848
2026/4/17 21:32:00,38853
2026/4/17 21:33:00,38849
2026/4/17 21:34:00,38851
2026/4/17 21:35:00,38853
2026/4/17 21:36:00,38854
2026/4/17 21:37:00,38855
2026/4/17 21:38:00,38856
2026/4/17 21:39:00,38855
2026/4/17 21:40:00,38857
2026/4/17 21:41:00,38857
2026/4/17 21:42:00,38857
2026/4/17 21:43:00,38857
2026/4/17 21:44:00,38853
2026/4/17 21:45:00,38857
2026/4/17 21:46:00,38857
2026/4/17 21:47:00,38860
2026/4/17 21:48:00,38864
2026/4/17 21:49:00,38871
2026/4/17 21:50:00,38871
2026/4/17 21:51:00,38865
2026/4/17 21:52:00,38857
2026/4/17 21:53:00,38855
2026/4/17 21:54:00,38852
2026/4/17 21:55:00,38856
2026/4/17 21:56:00,38857
2026/4/17 21:57:00,38852
2026/4/17 21:58:00,38858
2026/4/17 21:59:00,38858
2026/4/17 22:00:00,38858
2026/4/17 22:01:00,38865
2026/4/17 22:02:00,38865
2026/4/17 22:03:00,38864
2026/4/17 22:04:00,38874
2026/4/17 22:05:00,38883
2026/4/17 22:06:00,38879
2026/4/17 22:07:00,38882
2026/4/17 22:08:00,38880
2026/4/17 22:09:00,38888
2026/4/17 22:10:00,38883
2026/4/17 22:11:00,38885
2026/4/17 22:12:00,38893
2026/4/17 22:13:00,38886
2026/4/17 22:14:00,38887
2026/4/17 22:15:00,38882
2026/4/17 22:16:00,38882
2026/4/17 22:17:00,38882
2026/4/17 22:18:00,38881
2026/4/17 22:19:00,38881
2026/4/17 22:20:00,38875
2026/4/17 22:21:00,38869
2026/4/17 22:22:00,38861
2026/4/17 22:23:00,38850
2026/4/17 22:24:00,38855
2026/4/17 22:25:00,38850
2026/4/17 22:26:00,38854
2026/4/17 22:27:00,38860
2026/4/17 22:28:00,38861
2026/4/17 22:29:00,38856
2026/4/17 22:30:00,38860
2026/4/17 22:31:00,38857
2026/4/17 22:32:00,38856
2026/4/17 22:33:00,38861
2026/4/17 22:34:00,38866
2026/4/17 22:35:00,38871
2026/4/17 22:36:00,38872
2026/4/17 22:37:00,38877
2026/4/17 22:38:00,38883
2026/4/17 22:39:00,38880
2026/4/17 22:40:00,38884
2026/4/17 22:41:00,38891
2026/4/17 22:42:00,38884
2026/4/17 22:43:00,38893
2026/4/17 22:44:00,38895
2026/4/17 22:45:00,38902
2026/4/17 22:46:00,38911
2026/4/17 22:47:00,38915
2026/4/17 22:48:00,38921
2026/4/17 22:49:00,38930
2026/4/17 22:50:00,38937
2026/4/17 22:51:00,38948
2026/4/17 22:52:00,38953
2026/4/17 22:53:00,38964
2026/4/17 22:54:00,38965
2026/4/17 22:55:00,38972
2026/4/17 22:56:00,38976
2026/4/17 22:57:00,38994
2026/4/17 22:58:00,38985
2026/4/17 22:59:00,38981
2026/4/17 23:00:00,38987
2026/4/17 23:01:00,38992
2026/4/17 23:02:00,38998
2026/4/17 23:03:04,39002
2026/4/17 23:04:00,39001
2026/4/17 23:05:00,39004
2026/4/17 23:06:00,39009
2026/4/17 23:07:00,39017
2026/4/17 23:08:00,39019
2026/4/17 23:09:00,39024
2026/4/17 23:10:00,39034
2026/4/17 23:11:00,39036
2026/4/17 23:12:00,39044
2026/4/17 23:13:00,39050
2026/4/17 23:14:00,39049
2026/4/17 23:15:00,39050
2026/4/17 23:16:00,39049
2026/4/17 23:17:00,39056
2026/4/17 23:18:00,39048
2026/4/17 23:19:00,39048
2026/4/17 23:20:00,39046
2026/4/17 23:21:00,39043
2026/4/17 23:22:00,39046
2026/4/17 23:23:00,39046
2026/4/17 23:24:00,39047
2026/4/17 23:25:00,39045
2026/4/17 23:26:00,39049
2026/4/17 23:27:00,39049
2026/4/17 23:28:00,39053
2026/4/17 23:29:00,39050
2026/4/17 23:30:00,39053
2026/4/17 23:31:00,39055
2026/4/17 23:32:00,39048
2026/4/17 23:33:00,39049
2026/4/17 23:34:00,39054
2026/4/17 23:35:00,39061
2026/4/17 23:36:00,39065
2026/4/17 23:37:00,39066
2026/4/17 23:38:00,39070
2026/4/17 23:39:00,39076
2026/4/17 23:40:00,39084
2026/4/17 23:41:00,39085
2026/4/17 23:42:00,39083
2026/4/17 23:43:00,39086
2026/4/17 23:44:00,39080
2026/4/17 23:45:00,39079
2026/4/17 23:46:00,39087
2026/4/17 23:47:00,39088
2026/4/17 23:48:00,39087
2026/4/17 23:49:00,39091
2026/4/17 23:50:00,39096
2026/4/17 23:51:00,39091
2026/4/17 23:52:00,39096
2026/4/17 23:53:00,39107
2026/4/17 23:54:00,39105
2026/4/17 23:55:00,39104
2026/4/17 23:56:00,39099
2026/4/17 23:57:00,39097
2026/4/17 23:58:00,39088
2026/4/17 23:59:00,39091
